isrc,spotify_id,artist,title,album,duration_ms,release_date,spotify_popularity,playlist_count,playlist_sources
GBARL2401776,5bCWjEsrK0KUGMxPrjGJZg,Sasha Keable,WHY,WHY,179594,2024-11-25,,1,link_playlist_5
QZWFW2429432,5MlgQaWpMAASIX5KVA0IFV,Toulouse,The Place Between Field And Ether,Triptych C,259299,2024-11-15,,1,link_playlist_5
QM5FT1600120,5oO3drDxtziYU2H1X23ZIp,Rihanna,Love On The Brain,ANTI (Deluxe),224000,2016-01-28,,1,link_playlist_6
USWB12300325,31Wlc9ZnraX3JxrvMg9e8H,Omar Apollo,3 Boys,3 Boys,209188,2023-02-17,,1,link_playlist_6
USWB12303806,3wEa4oO2y9kuaPAbh4pzQb,Omar Apollo,Live For Me,Live For Me,211666,2023-10-06,,1,link_playlist_6
USUG12403771,5j34I5WUnKZVHP14J0Mlcb,Amaarae,sweeeet,"roses are red, tears are blue — A Fountain Baby Extended Play",111229,2024-06-27,,2,link_playlist_7;link_playlist_11
QZNJZ2404072,0YhfN67l9tH7nCM04nASUq,Joochar,Bon débarras,Bon débarras,148892,2024-08-23,,1,link_playlist_8
KRMIM1810659,7tdstgErp2WLiwpsEVcNov,Rapercussion,Gbégbé,African Rhythms Of Fonike,105746,2018-09-28,,1,link_playlist_8
USAT22401348,0AkiAfilrTUXV49dleC5SB,Charli xcx,So I,BRAT,211352,2024-06-07,,1,link_playlist_9
USAT22401350,19RybK6XDbAVpcdxSbZL1o,Charli xcx,Apple,BRAT,151739,2024-06-07,,1,link_playlist_9
USAT22401351,4wTvw1dBiPXNiHTh0zzpcI,Charli xcx,B2b,BRAT,178579,2024-06-07,,1,link_playlist_9
USAT22401353,3OaFGqHUyxGVkOcSILw8Kx,Charli xcx,I think about it all the time,BRAT,135878,2024-06-07,,1,link_playlist_9
GBMA22406214,1I08zQMc1sHy2xwd8itedV,Odeal,Soh-Soh,Sunday At Zuri's,184552,2024-07-05,,1,link_playlist_10
USUG12402952,7vAXxDFUHDPxWzSujxb8jB,Ayra Starr,Goodbye (Warm Up)(feat. Asake),The Year I Turned 21,163114,2024-05-30,,2,link_playlist_10;link_playlist_11
GB45A2300109,4PjUTGWC6hQJ84zQQOMkWk,Tay Iwar,Don't Lie,Summer Breeze,156213,2023-06-09,,1,link_playlist_10
USUYG1243904,0iI2cOHpX6xmwKD15Q5ynd,Rayana Jay,Breakfast in Bed,Love Me Like,116059,2019-03-22,,1,link_playlist_10
USUYG1456491,1QrRuByqSfCxYS0JdZMlIf,BLK ODYSSY,Lay Low,Lay Low,139586,2022-12-09,,1,link_playlist_10
USRC12401014,6617OvEesvCz7kGfXLYW4h,Normani,Big Boy (feat. Starrah),DOPAMINE,173087,2024-06-14,,1,link_playlist_11
USRC12401016,14bmkoHIGDA4F3coRG6d2O,Normani,All Yours,All Yours,210338,2024-06-13,,1,link_playlist_11
USRC12200487,1SlGaBvTqX0gb24ouXonOo,Normani,Fair,Fair,184012,2022-03-18,,1,link_playlist_11
US5ED2405646,30JrG6H4yDSDyLPStS69CG,Jaz Karis,NICE GIRLS,NICE GIRLS,149538,2024-04-19,,1,link_playlist_11
USAT22405478,5b3XJ1pjrHO5JtY2PcTjnI,Megan Thee Stallion,Mamushi (feat. Yuki Chiba),MEGAN,156988,2024-06-28,,1,link_playlist_11
USRC12401017,4EBmRDnoPHS8CnumK8tVv8,Normani,Lights On,DOPAMINE,225520,2024-06-14,,1,link_playlist_11
USSM12308661,6XpEm7VJ7TZxZTawH8BCSW,Tyla,Jump,TYLA,147071,2024-03-22,,1,link_playlist_11
USUG12402944,1NpReyx5RDIbFnracbbHhy,Ayra Starr,Birds Sing of Money,The Year I Turned 21,163385,2024-05-30,,1,link_playlist_11
QZTLA2484078,1CeDVMLH4u7mjgWhGu0OUY,Alex Mali,4LIFE,4LIFE,144000,2024-04-19,,1,link_playlist_11
ITZA81600019,6gspIxeLjQdbndod8OC5cJ,Mecna,Il tempo non ci basterà,Lungomare Paranoia,253946,2017-01-13,,1,link_playlist_12
ITZA81400212,3DVkqOaJRj7RYIHoprECgG,Mecna,Faresti Con Me,Laska,218440,2015-01-27,,1,link_playlist_12
FR2X41751539,72l0Knt9IWzIJMB899drW0,Ernia,Feeling,Come Uccidere Un Usignolo (67 Edition),177368,2017-11-03,,1,link_playlist_12
ITUM71900323,0E5bmLyxyiHsmc82D5gsiY,Ernia,Phi,68 (Till The End),174000,2019-04-05,,1,link_playlist_12
NGA3B2314006,1iBWjQ9af9NnUd5xnQDB3k,Rema,Charm,Rave & Roses Ultra,204750,2023-04-27,,1,link_playlist_13
QZHNA2368413,5mH230vvkLSBJJZIftBttH,Chop Daily,Water,Water,149457,2023-05-03,,1,link_playlist_13
QZQAY2390018,5wedEJLTgmlmworhXQaaO8,Minz,sokoto,sokoto,175714,2023-06-23,,1,link_playlist_13
QM6MZ2204522,3baPniPXS0iEII8rDUJdYP,Lojay,Monalisa,Monalisa,212975,2022-05-19,,2,link_playlist_13;link_playlist_20
FR8R61600004,0QLjm2PNqKRJfWsxDPa9Ra,Booba,DKR,DKR,176316,2016-09-30,,1,link_playlist_13
GBAPA9500037,0YPHxhTtceIbXF5ioGEwGO,Salif Keita,Folon,Folon,267693,1995-01-01,,1,link_playlist_13
FR2W61700009,3aPOQ6TdIuAW8m1KZid1Hv,Oumou Sangaré,Mogoya,Mogoya,210773,2017-05-19,,1,link_playlist_13
GBBGU9000421,5IQtSy70lutizrFGdOH9QJ,Oumou Sangaré,Moussolou,Moussolou,314573,1991-01-01,,1,link_playlist_13
QM4TX2344810,1javLzBHyEKJJrG3s6FHaM,Jorja Smith,Little Things,Little Things,204600,2023-05-11,,1,link_playlist_13
GBAYE2200286,4icnlpI5IbZcRO9mpixVVW,PinkPantheress,Where You Are (feat. WILLOW),Where you are (feat. WILLOW),153706,2022-04-22,,2,link_playlist_13;link_playlist_20
BE1JB2300002,4xexPtg7VSPCf9hM3aZdfZ,YellowStraps,Slowdown (girl what's up),Slowdown (girl what's up),123000,2023-11-13,,1,link_playlist_13
CAWHO2027276,1a5VioVjBPWmYJp4EwOEuA,Jazzy LoFi,Jazz Cafe - Lofi Beats,LoFi Jazz Beats,79058,2020-10-12,,1,link_playlist_13
QMFME2366483,7ddHGUPt5bOpVFAtX6TJN8,Caroline Polachek,Dang,Dang,164514,2023-10-17,,1,link_playlist_13
ITA642300063,6Du4PhoF2CgG3QjOEveoM8,Sunken,ECO ECo Eco eco,CORE CORE,210109,2023-09-21,,1,link_playlist_13
USUYG1437870,2wgvxtggKVzPkl0smF2UzI,Asake,Organise,Mr. Money With The Vibe,123716,2022-09-07,,1,link_playlist_13
USUG12302670,23uUytja1B1mUOOIoygf6u,Amaarae,Angels in Tibet,Fountain Baby,142613,2023-06-09,,1,link_playlist_13
GBBPW2300308,2pqiyukPWDQQSkKVDEoKoA,Kelela,Closure - Flexulant x BAMBII Remix feat. Rahrah Gabor & Brazy,Closure (Flexulant x BAMBII Remix feat. Rahrah Gabor + brazy),286014,2023-12-06,,1,link_playlist_13
BCENK2200037,3l5VjEAeUTqrlD50iEo8Yn,KayBlack,Licor 43,Licor 43,142470,2022-04-28,,1,link_playlist_13
GBARL2301748,2bKrFpSt2a6poHaWTrmw4W,Libianca,W.O.M.S (Weight On My Shoulder),Walk Away,218692,2023-12-08,,1,link_playlist_13
US23A1512496,1GqEu4nDrzncKDnBaf7FKs,Amaarae,FEEL A WAY,THE ANGEL YOU DON'T KNOW,155088,2020-11-12,,1,link_playlist_13
QZMEM2232831,1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Romantic Homicide,132630,2022-07-20,,2,link_playlist_14;link_playlist_16
GBKEZ1000748,4iydgaOTcWYaPlpDCqkVVQ,Ursula C,Drifting (Esp mix),Bar de Lune Presents Perfect Relaxation,256173,2011-07-01,,1,link_playlist_15
GBKEZ1203146,6Z7AIGs6fg3rfBSwUm0pu2,Rhythm Vendors,Only When You Are There,Bar de Lune Presents Perfect Relaxation,382893,2011-07-01,,1,link_playlist_15
GBKEZ1100437,3mLKSpeXd0haFT7MdTwDlt,Prathi Temple,Sakyamuni,Bar de Lune Presents Perfect Relaxation,296466,2011-07-01,,1,link_playlist_15
GBKEZ1101194,386vRnNkErEEWf2Ymm7K6c,Jawaba-a-Shikwa,You R the Light,Bar de Lune Presents Perfect Relaxation,316600,2011-07-01,,1,link_playlist_15
GBKEZ1002388,2oOcKcnETZgaK1AiHuUpS0,Yasmine,Sunrise Ruby,Bar de Lune Presents Perfect Relaxation,324680,2011-07-01,,1,link_playlist_15
GBKEZ1101195,4mq2M58RNts2C6iIOaGShB,Mena J,ESP (Deep Relaxation mix),Bar de Lune Presents Perfect Relaxation,203120,2011-07-01,,1,link_playlist_15
GBKEZ1203230,27Ogy0nkbUqZdBaxVsZF4P,Choices,The Pathfinder,Bar de Lune Presents Perfect Relaxation,300546,2011-07-01,,1,link_playlist_15
GBKEZ1100440,4F8foby3NIU42eZTZ26mxa,Eastern Awakening,Hills of Nepal,Bar de Lune Presents Perfect Relaxation,273640,2011-07-01,,1,link_playlist_15
DEU670700113,2lhzsuSRrNz1XEdQonA1mG,Ulf Lohmann,My Pazifik,Pop Ambient 2008,203720,2007-10-29,,1,link_playlist_15
DEU670200095,0WKhGmY3gPry4BBPMDjxwQ,Markus Guentner,Express Yourself,Pop Ambient 2003,480280,2002-11-18,,1,link_playlist_15
DEU670400101,43rGVuwGyR8GaFsZvuqehb,Triola,Ral,Pop Ambient 2004,274640,2003-11-24,,1,link_playlist_15
DEU670200096,4UCJWBsmDvVgb8vM8Hkeos,All,Alltag,Pop Ambient 2001,247040,2001-01-01,,1,link_playlist_15
DEU671000007,4APbq8nbqh51BljeGNea0l,Mikkel Metal,Blue items,Recontact,293640,2013-12-16,,1,link_playlist_15
DEU670800156,1K9PymavSGvjpdjzRjg7s9,Popnoname,Nightliner,Pop Ambient 2009,321013,2009-02-16,,1,link_playlist_15
DEU670100010,5ititHVQuwGw7kEwhwuZcB,Joachim Spieth,You Don't Fool Me 3,You Don't Fool Me,386581,2000-12-01,,1,link_playlist_15
DEU671100020,5jOEoxcMo5fJyNA0wDJcyf,Bvdub,Make The Pain Go Away,Pop Ambient 2011,351078,2011-01-31,,1,link_playlist_15
DEU671800216,4E7nETUt0vKrNHdXzgZPaq,Coupler,A Plain Of Reeds,Pop Ambient 2019,353008,2018-11-30,,1,link_playlist_15
QMEU31605300,0Dqbt9twS7u6wg1CE6PgZb,Tangerine Dream,Love on a Real Train (Rerecorded),Louder Than Bombs (Original Motion Picture Soundtrack),537546,2016-04-08,,1,link_playlist_15
DEU670400078,5x9YI7FKKVdRLleRDIleBo,Markus Guentner,Innenfeld,Pop Ambient 2005,389680,2005-02-21,,1,link_playlist_15
DEU670400080,1NLUcjNWtFA8xr91eCoNsM,Triola,Mondlied,Pop Ambient 2005,270400,2005-02-21,,1,link_playlist_15
DEU670400082,0ZMOgiryr1RZkBRBZf0XVx,Pass Into Silence,Blue,Pop Ambient 2005,332066,2005-02-21,,1,link_playlist_15
DEU670400067,0n8lutUKNVOqg7gh2yUEwQ,Andrew Thomas,Soft Bullets,Pop Ambient 2005,175200,2005-02-21,,1,link_playlist_15
DEU670400079,2NLjAiGcVW3Hfr40OEW8mL,Gas,Pop,Pop Ambient 2005,512506,2005-02-21,,1,link_playlist_15
DEU670100095,4LzTN1fukijavnKfVYMKu7,Donnacha Costello,Dry Retch,Pop Ambient 2002,612706,2001-10-30,,1,link_playlist_15
GBAAA0400442,33xP7dQigSmT5apPCcDVBE,Brian Eno,Tal Coat - Remastered 2004,Ambient 4: On Land (Remastered 2004),327906,1982-03-01,,1,link_playlist_15
GBAAA0400443,0vI3D1jkXAaqX4wmFVTYX7,Brian Eno,Shadow - Remastered 2004,Ambient 4: On Land (Remastered 2004),180480,1982-03-01,,1,link_playlist_15
GBAAA0400444,5QUimuUIhEtuMU475o4xVB,Brian Eno,Lantern Marsh - Remastered 2004,Ambient 4: On Land (Remastered 2004),331293,1982-03-01,,1,link_playlist_15
GBAAA0400445,4SngUdjKC7Njrz5UVik26A,Brian Eno,Unfamiliar Wind (Leeks Hills) - Remastered 2004,Ambient 4: On Land (Remastered 2004),326866,1982-03-01,,1,link_playlist_15
GBAAA0400447,4y5qZUZU5sojHT033PFP26,Brian Eno,A Clearing - Remastered 2004,Ambient 4: On Land (Remastered 2004),247946,1982-03-01,,1,link_playlist_15
GBAAA0400446,40SwbYd709A4Fm6AHxD0Ld,Brian Eno,"Dunwich Beach, Autumn, 1960 - Remastered 2004",Ambient 4: On Land (Remastered 2004),430160,1982-03-01,,1,link_playlist_15
USI4R0607773,4hx8EYJ54QzRf7KrVrNn1H,Stars Of The Lid,Even If You're Never Awake,And Their Refinement of the Decline,560746,2007-04-02,,1,link_playlist_15
USI4R0607774,1h74tyOj7qcmjKnB64BLOR,Stars Of The Lid,Even (Out) +,And Their Refinement of the Decline,291680,2007-04-02,,1,link_playlist_15
USI4R0607771,477naywDON3t1iAF4COlOV,Stars Of The Lid,Don't Bother They're Here,And Their Refinement of the Decline,610213,2007-04-02,,1,link_playlist_15
USI4R0607767,2Uy2p6tkVLj6vaVznKpNCs,Stars Of The Lid,"Articulate Silences, Pt. 1",And Their Refinement of the Decline,324400,2007-04-02,,1,link_playlist_15
USI4R0607768,19i0eqVS2lrRToPje5e6Rg,Stars Of The Lid,"Articulate Silences, Pt. 2",And Their Refinement of the Decline,337173,2007-04-02,,1,link_playlist_15
USI4R0607777,7enRMTKnzaeYQsBgRYmCle,Stars Of The Lid,The Daughters of Quiet Minds,And Their Refinement of the Decline,801920,2007-04-02,,1,link_playlist_15
USI4R0607779,7eQ5mlLmrET0W3YokL2tiH,Stars Of The Lid,That Finger On Your Temple Is the Barrel of My Raygun,And Their Refinement of the Decline,304493,2007-04-02,,1,link_playlist_15
USI4R0401917,4y3bqoSekK6V0rcSIxYy0V,Stars Of The Lid,"Broken Harbors, Pt. 1",The Tired Sounds of Stars of the Lid,213426,2001-10-01,,1,link_playlist_15
USI4R0401918,0LfRVw2aFyi3wqYcRjFZpx,Stars Of The Lid,"Broken Harbors, Pt. 2",The Tired Sounds of Stars of the Lid,407053,2001-10-01,,1,link_playlist_15
USI4R0401919,56g4oIktAaq90UjnChc4wo,Stars Of The Lid,"Broken Harbors, Pt. 3",The Tired Sounds of Stars of the Lid,556893,2001-10-01,,1,link_playlist_15
USI4R0401920,0pLlZydT4uPrbcrycGPMpe,Stars Of The Lid,Mullholland,The Tired Sounds of Stars of the Lid,409386,2001-10-01,,1,link_playlist_15
USI4R0401921,7uddScu85rQJVoyZlg0ahV,Stars Of The Lid,The Lonely People (Are Getting Lonelier),The Tired Sounds of Stars of the Lid,607613,2001-10-01,,1,link_playlist_15
USI4R0401925,3kXsjZ6svT6gwNIF1YDJ9r,Stars Of The Lid,"Ballad of Distances, Pt. 1",The Tired Sounds of Stars of the Lid,216346,2001-10-01,,1,link_playlist_15
USI4R0402003,71D54BLSv3OZXQCcCE8iir,Stars Of The Lid,Dust Breeding (1.316)+,Avec Laudenum,548133,1999,,1,link_playlist_15
USI4R0402004,76DQ5r3uWTAavWmTOmSWoL,Stars Of The Lid,I Will Surround You,Avec Laudenum,628333,1999,,1,link_playlist_15
DEU670700119,6Umc0TsqDSgue1zfb3Hy78,Markus Guentner,Sparks,Pop Ambient 2008,429906,2007-10-29,,1,link_playlist_15
DEU670500075,6ZcBnuOvQ18mGXw9VQmXy0,Uli Teichmann,Piano Tec,Pop Ambient 2006,318146,2005-11-14,,1,link_playlist_15
uscgj0883676,1TgqdduJDOzUU5IPwJ5vGe,Zen Hanami,Through Ancient Gardens,Reflection 1,293000,2008-06-17,,1,link_playlist_15
uscgj0883674,5f4tPWBqtRCAVUSh7A4UxL,Zen Hanami,Meeting Spirits,Reflection 1,287000,2008-06-17,,1,link_playlist_15
uscgj0883673,14daq2vI086rbeBlI7ei9g,Zen Hanami,First Light,Reflection 1,268000,2008-06-17,,1,link_playlist_15
uscgj0883670,3x27YTgedJZlHvBcF7aaQ0,Zen Hanami,A Gentle Rain Of Thoughts,Reflection 1,297000,2008-06-17,,1,link_playlist_15
uscgj1401055,3g4YSPwApdxVwgz9REvWEn,Zen Hanami,Under an Equatorial Night Sky,Reflection 2,309000,2014-02-15,,1,link_playlist_15
uscgj0883678,0o3KTvUd99bkl3M24xrqUM,Zen Hanami,Flying Paper Lanterns,Reflection 1,298000,2008-06-17,,1,link_playlist_15
uscgh1852609,3JjOkvbbGpKCpehZPKiz5E,Zen Hanami,"Joyous Encounters of the Alien Variety (From ""Travels to a Deep Sea Garden"")",A Matter of Fiction: Music for Films,452000,2018-01-27,,1,link_playlist_15
GBKEZ1100215,2ozrreWu1sUMEqFib3725F,Innais,Beautiful Butterfly,Bar de Lune Presents India Journeys,260120,2011-07-01,,1,link_playlist_15
DEBL61152064,3OrC3jDxJ7mfsM3RPsmJG2,Hakobune,Shadow On the Lawn,Shadow On the Lawn,540600,2011-07-29,,1,link_playlist_15
USA2P1610710,77spglhDyLyFjoV7kjzhOS,Chihei Hatakeyama,You're Still In It,You're Still In It,1105936,2016-02-23,,1,link_playlist_15
ushm21380935,69YqoFrpyqen0Hi0RG5Sc9,Igneous Flame,Zephyr,Nyx,597240,2013-06-28,,1,link_playlist_15
DEU671300001,6IDUObhsXLafGQ8YptuXhU,Leandro Fresco,Cuando El Sol Grita La Mañana,Pop Ambient 2013,336520,2013-01-21,,1,link_playlist_15
DEU671500001,5pWakJUz6Z9D92vUEKGdJp,Leandro Fresco,La Edad De Oro,El Reino Invisible,358533,2015-03-02,,1,link_playlist_15
DEU671500002,37F5PC1gkoTZk4So1ywOQ4,Leandro Fresco,Los Años Que Vivimos En Peligro,El Reino Invisible,291440,2015-03-02,,1,link_playlist_15
DEU671500006,5LUIBYefEJQf12ojxnITY7,Leandro Fresco,El Salto Del Angel,El Reino Invisible,373746,2015-03-02,,1,link_playlist_15
DEU670200060,6F0cU7RATs0Wgaxr8ENnc5,Klimek,Milk & Honey 1,Milk & Honey,533160,2002-07-15,,1,link_playlist_15
USHM91664446,51mDrdzLMEXrRmClFWIwtv,Koen Daigaku,Stereoscenic,Forest in Full Bloom,525600,2016-12-16,,1,link_playlist_15
USR2M0900071,7y0MUu7TzIA7ZyieRsNK4d,Liquid Mind,"Into the Light, Pt. 1",Liquid Mind IX: Lullaby,326295,2009-03-03,,1,link_playlist_15
QZS7J2285329,16BMKSNU69eW0y1Q0vWvwa,Devin Kennedy,Forget About You (Intimate),Poetry (Intimate),100739,2022-08-19,,1,link_playlist_16
USWB12201789,6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,Glimpse of Us,233456,2022-06-10,,1,link_playlist_16
USWB12203732,26hOm7dTtBi0TdpDGl141t,Joji,Die For You,SMITHEREENS,211666,2022-11-04,,1,link_playlist_16
QZNWR2164926,4kJT7Yj6Za01KfKHjb7mZE,Montell Fish,Fall in Love with You.,JAMIE,132000,2022-07-22,,1,link_playlist_16
USUYG1156895,5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,17,120026,2017-08-25,,1,link_playlist_16
QZTGW2100833,5ChTVNcSgb3sC6qCuhDE0M,Gatton,Other's Melodies - Demo,Other's Melodies - Demo,114193,2022-01-26,,1,link_playlist_16
QZK6H2079546,1xHrPq8WvLKiO6lT94Ks2F,EKKSTACY,See You Later,See You Later,123319,2020-09-30,,1,link_playlist_16
QZTAU2186820,1nWplg2wIdoaajVFRaHzlf,Pity Party (Girls Club),Stuck on u,Hard Times / Bad Trips,80065,2022-01-02,,1,link_playlist_16
QM24S2106218,7uo2L5FAja3pWIBa3HJVeC,Zeph,could you love me while i hate myself,scared of everything,60333,2021-10-15,,1,link_playlist_16
QM42K1844237,5e2l2ZAMwHmrkdM4Z6NhAR,Shiloh Dynasty,Again,Vivid Pictures,157205,2018-03-13,,1,link_playlist_16
GBSMU6534331,5VujK2veNOmeh7jNj9zq1p,dwsdmusic,Talk It Out,Talk It Out,170482,2019-06-16,,1,link_playlist_16
